recipe_id,source,name,original_name,original_title,category,region,city,servings,step_count,ingredient_count,tool_count
616,AIC,stuffed mussels,cozze ripiene,cozze ripiene,Fish and seafood,Puglia,,4.0,5,10,3
617,AIC,"Stuffed mussels, Puglia-style",cozze ripiene alla pugliese,cozze ripiene alla pugliese,Appetizers,Puglia,,4.0,7,10,4
618,AIC,"Stuffed mussels, Abruzzo-style",cozze ripiene all’abruzzese,cozze ripiene all’abruzzese,Appetizers,Abruzzo,,4.0,8,9,4
619,AIC,Stewed Sauerkraut,crauti stufati,crauti stufati,"Vegetables, eggs and legumes",Friuli Venezia Giulia,"Gorizia, Trieste",4.0,3,9,2
620,AIC,Orange cream,crema di arance,crema di arance,Desserts and liqueurs,Campania,Napoli,4.0,5,9,6
621,AIC,Crema di Cogne,crema di cogne,crema di cogne,Desserts and liqueurs,Valle d'Aosta,,4.0,3,5,3
622,AIC,Fava bean cream,crema di fave,crema di fave,"Vegetables, eggs and legumes",Sardegna,,4.0,6,8,6
623,AIC,Cream of Nettle Soup,crema di ortiche,crema di ortiche,Soups and broths,Friuli Venezia Giulia,Sequals,4.0,9,9,5
624,AIC,Mascarpone cream,crema di mascarpone,crema di mascarpone,Desserts and liqueurs,Lombardia,,4.0,6,5,4
625,AIC,Zucchini Cream Soup,crema di zucchine,crema di zucchine,Soups and broths,Piemonte,,4.0,6,10,5
626,AIC,crescente bolognese,crescente bolognese,crescente bolognese,Pizzas and savory pies,Emilia Romagna,,8.0,6,8,5
627,AIC,Truffled turnip cream soup,crema di rape al tartufo,crema di rape al tartufo,Soups and broths,Trentino Alto Adige,,6.0,5,8,5
628,AIC,Cream of pumpkin soup,crema di zucca,crema di zucca,Soups and broths,Emilia Romagna,,4.0,7,13,4
629,AIC,crescia,crescia,crescia,Pizzas and savory pies,Marche,,1.0,9,9,8
630,AIC,crescia di pasqua,crescia di pasqua,crescia di pasqua,Pizzas and savory pies,Marche,,,8,10,8
631,AIC,Crescentina Bolognese,crescentina bolognese,crescentina bolognese,Pizzas and savory pies,Emilia Romagna,,8.0,7,5,5
632,AIC,Easter Cheese Bread (Crescia di Pasqua col Formaggio),crescia di pasqua col formaggio,crescia di pasqua col formaggio,Pizzas and savory pies,Umbria,,10.0,7,11,6
633,AIC,Crespelle with Treviso Radicchio,crespelle al radicchio di treviso,crespelle al radicchio di treviso,"Pasta, rice and polenta",Veneto,,4.0,3,12,4
634,AIC,crescia sfogliata,crescia sfogliata,crescia sfogliata,Pizzas and savory pies,Marche,,6.0,6,6,3
635,AIC,crespelle,crespelle,crespelle,"Pasta, rice and polenta",Trentino Alto Adige,,6.0,8,13,9
636,AIC,Florentine-style crespelle,crespelle alla fiorentina,crespelle alla fiorentina,"Pasta, rice and polenta",Toscana,,4.0,8,12,8
637,AIC,Venafro-style Crêpes,crespoline di venafro,crespoline di venafro,"Pasta, rice and polenta",Molise,,10.0,9,16,13
638,AIC,Rice Crespelle,crespelle di riso,crespelle di riso,Desserts and liqueurs,Sicilia,,4.0,8,13,6
639,AIC,sesame brittle,croccante di sesamo,croccante di sesamo,Desserts and liqueurs,Sicilia,,8.0,6,5,5
640,AIC,Potato croquettes,crocchette di patate,crocchette di patate,"Vegetables, eggs and legumes",Emilia Romagna,,4.0,6,11,6
641,AIC,Myrtle Crostini,crostini al mirto,crostini al mirto,Appetizers,Toscana,Empoli,4.0,3,7,1
642,AIC,Crostata di Amarene (Sour Cherry Tart),crostata di amarene,crostata di amarene,Desserts and liqueurs,Emilia Romagna,Vignola,4.0,9,8,5
643,AIC,Seiràss crostata,crostata di seiràss,crostata di seiràss,Desserts and liqueurs,Piemonte,,6.0,8,14,4
644,AIC,Grape Crostata,crostata di uva,crostata di uva,Desserts and liqueurs,Abruzzo,,6.0,7,6,6
645,AIC,Crostini alla provatura,crostini alla provatura,crostini alla provatura,Appetizers,Campania,,4.0,9,5,6
646,AIC,Crostini with anchovies and figs,crostini acciughe e fichi,crostini acciughe e fichi,Appetizers,Sardegna,,6.0,4,4,1
647,AIC,Crostini with Chicken Giblets,crostini con le rigaglie,crostini con le rigaglie,Appetizers,Marche,,4.0,4,8,3
648,AIC,Herring crostini,crostini di aringa,crostini di aringa,Appetizers,Marche,,4.0,6,5,6
649,AIC,Crostini with chicken liver and spleen pâté,crostini di fegatini e milza,crostini di fegatini e milza,Appetizers,Toscana,Siena,4.0,7,12,4
650,AIC,Spleen Crostini,crostini di milza,crostini di milza,Soups and broths,Trentino Alto Adige,,6.0,6,9,4
651,AIC,Tagliolini pie,crostata di tagliolini,crostata di tagliolini,"Pasta, rice and polenta",Molise,Molte,6.0,5,20,6
652,AIC,Ricotta Tart,crostata di ricotta,crostata di ricotta,Desserts and liqueurs,Lazio,Roma,4.0,9,13,11
653,AIC,Spleen crostini in broth,crostini di milza in brodo,crostini di milza in brodo,Soups and broths,Trentino Alto Adige,,4.0,6,10,5
654,AIC,Crostini with chicken liver pâté,crostini di paté di fegatini,crostini di paté di fegatini,Appetizers,Toscana,,4.0,5,6,1
655,AIC,Drunken Crostini,crostini ubriachi,crostini ubriachi,Desserts and liqueurs,Umbria,Città di Castello,6.0,9,7,5
656,AIC,Crostone with beans,crostone con i fagioli,crostone con i fagioli,Appetizers,Toscana,,4.0,4,6,1
657,AIC,Cubatte,cubatte,cubatte,Desserts and liqueurs,Liguria,Rocchetta Nervina,4.0,9,7,8
658,AIC,Cuccìa,cuccìa,cuccìa,Desserts and liqueurs,Sicilia,,6.0,7,6,5
659,AIC,Cuoccio all'acqua pazza,cuoccio all’acqua pazza,cuoccio all’acqua pazza,Fish and seafood,Campania,Capri,4.0,5,7,3
660,AIC,Curzul with guanciale and shallot,curzul al guanciale e scalogno,curzul al guanciale e scalogno,"Pasta, rice and polenta",Emilia Romagna,,6.0,8,6,5
661,AIC,Crumiri di Casale,crumiri di casale,crumiri di casale,Desserts and liqueurs,Piemonte,,50.0,5,5,4
662,AIC,Savory cuccìa,cuccìa salata,cuccìa salata,"Vegetables, eggs and legumes",Sicilia,,6.0,4,4,3
663,AIC,Cuccjuleddi e Meli,cuccjuleddi e meli,cuccjuleddi e meli,Desserts and liqueurs,Sardegna,,8.0,9,14,9
664,AIC,Cuscus di Carloforte,cuscus di carloforte,cuscus di carloforte,"Pasta, rice and polenta",Sardegna,,6.0,9,14,5
665,AIC,Trapani-style fish couscous,cuscus di pesce alla trapanese,cuscus di pesce alla trapanese,"Pasta, rice and polenta",Sicilia,,8.0,11,14,9
666,AIC,Cutiza,cutiza,cutiza,Desserts and liqueurs,Lombardia,,6.0,4,9,3
667,AIC,Tabarchina-style Baked Dentex,dentice al forno alla tabarchina,dentice al forno alla tabarchina,Fish and seafood,Sardegna,Carloforte,4.0,5,10,6
668,AIC,Ditali with Zucchini and Ricotta,ditali con zucchini e ricotta,ditali con zucchini e ricotta,"Pasta, rice and polenta",Campania,,4.0,5,7,6
669,AIC,Apostles' Fingers,dita degli apostoli,dita degli apostoli,Desserts and liqueurs,Puglia,,8.0,6,11,8
670,AIC,cutturiedde,cutturiedde,cutturiedde,"Meat, poultry and game",Puglia,Turi,6.0,2,10,3
671,AIC,Ditalini with sun-dried tomatoes,ditalini ai pomodori secchi,ditalini ai pomodori secchi,"Pasta, rice and polenta",Sicilia,,4.0,6,10,4
672,AIC,Harvest-style ditaloni,ditaloni alla mietitura,ditaloni alla mietitura,"Pasta, rice and polenta",Calabria,,4.0,5,6,5
673,AIC,Dolce Amor (Sweet Love),dolce amor,dolce amor,Desserts and liqueurs,Emilia Romagna,,4.0,6,9,3
674,AIC,Torroncino dessert,dolce al torroncino,dolce al torroncino,Desserts and liqueurs,Lombardia,,6.0,6,7,6
675,AIC,Prince's dessert,dolce del principe,dolce del principe,Desserts and liqueurs,Lombardia,,4.0,6,7,4
676,AIC,Chestnut cake,dolce di castagne,dolce di castagne,Desserts and liqueurs,Toscana,,8.0,8,10,4
677,AIC,Almond Torrone,dolce di mandorle,dolce di mandorle,Desserts and liqueurs,Campania,,8.0,3,4,5
678,AIC,Pumpkin Dessert,dolce di zucca,dolce di zucca,Desserts and liqueurs,Piemonte,,6.0,6,7,10
679,AIC,Sweets with raisins,dolcetti con l’uva passa,dolcetti con l’uva passa,Desserts and liqueurs,Calabria,,8.0,7,9,9
680,AIC,Almond sweets,dolcetti di mandorle,dolcetti di mandorle,Desserts and liqueurs,Calabria,,8.0,5,4,6
681,AIC,Crustuli (Calabrian Christmas Sweets),dolci natalizi,dolci natalizi,Desserts and liqueurs,Calabria,,8.0,8,8,5
682,AIC,Duchesse di Parma,duchesse di parma,duchesse di parma,"Meat, poultry and game",Emilia Romagna,,4.0,6,11,4
683,AIC,Wild field greens,erbe di campo,erbe di campo,"Vegetables, eggs and legumes",Friuli Venezia Giulia,,4.0,5,5,4
684,AIC,Dragged Wild Greens (Erbe Strascinate),erbe strascinate,erbe strascinate,"Vegetables, eggs and legumes",Marche,,4.0,5,4,3
685,AIC,Esse di Loano,esse di loano,esse di loano,Desserts and liqueurs,Liguria,,8.0,6,6,5
686,AIC,Esse di Raveo,esse di raveo,esse di raveo,Desserts and liqueurs,Friuli Venezia Giulia,,4.0,6,5,5
687,AIC,Pheasant with cream,fagiano alla panna,fagiano alla panna,"Meat, poultry and game",Lombardia,,4.0,6,12,4
688,AIC,fagioli all’uccelletto,fagioli all’uccelletto,fagioli all’uccelletto,"Vegetables, eggs and legumes",Toscana,,4.0,4,7,3
689,AIC,Green beans with potatoes and fresh tomato,fagiolini con patate al pomodoro fresco,fagiolini con patate al pomodoro fresco,"Vegetables, eggs and legumes",Sardegna,Sassari,4.0,6,10,3
690,AIC,Fanfarata,fanfarata,fanfarata,"Meat, poultry and game",Toscana,,4.0,5,13,3
691,AIC,Fallone from Torri in Sabina,fallone di torri in sabina,fallone di torri in sabina,Pizzas and savory pies,Lazio,,4.0,4,7,6
692,AIC,Fagioli infiascati (Beans in a flask),fagioli infiascati,fagioli infiascati,"Vegetables, eggs and legumes",Toscana,,4.0,5,6,5
693,AIC,Black-eyed peas with pork rinds,fagioli dell’occhio con cotenne,fagioli dell’occhio con cotenne,"Vegetables, eggs and legumes",Lombardia,,4.0,5,12,3
694,AIC,Guinea fowl in clay,faraona alla creta,faraona alla creta,"Meat, poultry and game",Lombardia,,4.0,8,14,7
695,AIC,Fagioli e Cotiche (Beans and Pork Rinds),fagioli e cotiche,fagioli e cotiche,"Vegetables, eggs and legumes",Emilia Romagna,,4.0,5,7,1
696,AIC,Guinea Fowl with Mascarpone,faraona al mascarpone,faraona al mascarpone,"Meat, poultry and game",Lombardia,,4.0,6,8,3
697,AIC,Guinea fowl alla ghiotta,faraona alla ghiotta,faraona alla ghiotta,"Meat, poultry and game",Umbria,,4.0,7,16,5
698,AIC,Stradivari-style guinea fowl,faraona alla stradivari,faraona alla stradivari,"Meat, poultry and game",Lombardia,,6.0,12,21,6
699,AIC,Roasted guinea fowl in pork caul fat,faraona arrosto nella rete,faraona arrosto nella rete,"Meat, poultry and game",Emilia Romagna,,4.0,5,10,7
700,AIC,Guinea fowl in salmì sauce,faraona in salmì,faraona in salmì,"Meat, poultry and game",Lazio,Civitavecchia,4.0,7,13,4
701,AIC,Grilled guinea fowl with bay leaf aroma,faraona grigliata all’aroma di alloro,faraona grigliata all’aroma di alloro,"Meat, poultry and game",Veneto,,4.0,5,4,4
702,AIC,Guinea fowl with peverada sauce,faraona in salsa peverada,faraona in salsa peverada,"Meat, poultry and game",Veneto,,4.0,7,6,6
703,AIC,Stewed Guinea Fowl,faraona in umido,faraona in umido,"Meat, poultry and game",Lombardia,,4.0,8,13,2
704,AIC,Farfalline in broth,farfalline in brodo,farfalline in brodo,Soups and broths,Molise,,4.0,7,12,4
705,AIC,Farinata,farinata,farinata,Pizzas and savory pies,Liguria,,4.0,6,5,4
706,AIC,White Farinata from Savona,farinata bianca di savona,farinata bianca di savona,Pizzas and savory pies,Liguria,,6.0,7,5,4
707,AIC,Farinata Carlofortina,farinata carlofortina,farinata carlofortina,Pizzas and savory pies,Sardegna,,6.0,6,4,3
708,AIC,Cornmeal porridge,farinata di mais,farinata di mais,Soups and broths,Trentino Alto Adige,,6.0,4,6,2
709,AIC,Pumpkin Polenta,farinata di zucca,farinata di zucca,Soups and broths,Friuli Venezia Giulia,,4.0,6,8,2
710,AIC,fartaies,fartaies,fartaies,Desserts and liqueurs,Veneto,,8.0,6,10,4
711,AIC,Spelt and pig's trotters,farro e zampetti di maiale,farro e zampetti di maiale,"Meat, poultry and game",Toscana,Lucca,4.0,10,10,4
712,AIC,Farsumagro o Bruciuluni (Sicilian Stuffed Veal Roll),farsumagro o bruciuluni,farsumagro o bruciuluni,"Meat, poultry and game",Sicilia,,4.0,8,13,7
713,AIC,Bean and Mignaculis Soup,fasui e mignaculis,fasui e mignaculis,Soups and broths,Friuli Venezia Giulia,,4.0,6,8,6
714,AIC,Fasanà di Gallina (Pheasant-Style Hen),fasanà di gallina,fasanà di gallina,"Meat, poultry and game",Veneto,,4.0,5,9,5
715,AIC,White Fava Beans and Loane,fave bianche e loane,fave bianche e loane,"Pasta, rice and polenta",Puglia,,4.0,5,7,5
716,AIC,Golden Broad Beans,fave dorate,fave dorate,"Vegetables, eggs and legumes",Abruzzo,,4.0,7,5,6
717,AIC,Boiled Fava Beans,fave bollite,fave bollite,"Vegetables, eggs and legumes",Sardegna,Sassari,4.0,4,6,3
718,AIC,fava beans and chicory,fave e cicorie,fave e cicorie,"Vegetables, eggs and legumes",Puglia,,4.0,5,4,2
719,AIC,Boiled Fava Beans,fave lesse,fave lesse,"Vegetables, eggs and legumes",Sardegna,Cagliari,4.0,3,5,3
720,AIC,Favette (Almond Cookies),favette,favette,Desserts and liqueurs,Friuli Venezia Giulia,,4.0,8,7,5
721,AIC,Small Fava Beans with Wild Mint,favette alla menta selvatica,favette alla menta selvatica,"Vegetables, eggs and legumes",Sardegna,Campidano di Cagliari,4.0,3,6,3
722,AIC,Fava beans with pods,favette con baccello,favette con baccello,"Vegetables, eggs and legumes",Sardegna,,4.0,5,10,3
723,AIC,Fresh fava beans with Sardinian pecorino cheese,favette fresche con il pecorino sardo,favette fresche con il pecorino sardo,"Vegetables, eggs and legumes",Sardegna,Campidano di Cagliari,6.0,2,2,0
724,AIC,Fava beans with guanciale,favette con guanciale,favette con guanciale,"Vegetables, eggs and legumes",Sardegna,Cagliari,4.0,6,7,1
725,AIC,Small Fava Beans with Fresh Spring Onions,favette con cipollini freschi,favette con cipollini freschi,"Vegetables, eggs and legumes",Sardegna,Carloforte,4.0,6,6,5
726,AIC,Small Fava Beans and Lardo,favette e lardo,favette e lardo,"Vegetables, eggs and legumes",Sardegna,Campidano di Cagliari,4.0,3,6,2
727,AIC,"Fedelini with garlic, oil, and anchovies","fedelini aglio, olio e alici","fedelini aglio, olio e alici","Pasta, rice and polenta",Abruzzo,,4.0,5,4,4
728,AIC,Favò (Fava Bean Soup),favò,favò,Soups and broths,Valle d'Aosta,,4.0,8,15,5
729,AIC,Fegatelli in caul fat,fegatelli nella rete,fegatelli nella rete,"Meat, poultry and game",Toscana,,4.0,6,8,3
730,AIC,Fegato alla Paesana,fegato alla paesana,fegato alla paesana,"Meat, poultry and game",Piemonte,,4.0,6,10,4
731,AIC,Venetian-style liver,fegato alla veneziana,fegato alla veneziana,"Meat, poultry and game",Veneto,,4.0,6,8,2
732,AIC,"Fegato all'Aggiadda (Liver, Agliata-style)",fegato all’aggiadda,fegato all’aggiadda,"Meat, poultry and game",Liguria,,4.0,8,6,7
733,AIC,Pork liver,fegato di maiale,fegato di maiale,"Meat, poultry and game",Campania,,4.0,4,6,2
734,AIC,Petroniana-style pork liver,fegato di maiale alla petroniana,fegato di maiale alla petroniana,"Meat, poultry and game",Emilia Romagna,,4.0,13,13,8
735,AIC,Sweet and sour pork liver with caul fat,fegato di maiale con rete in agrodolce,fegato di maiale con rete in agrodolce,"Meat, poultry and game",Emilia Romagna,,4.0,8,12,1
736,AIC,Pork liver on a skewer,fegato di maiale allo spiedo,fegato di maiale allo spiedo,"Meat, poultry and game",Calabria,,4.0,6,7,6
737,AIC,Pork liver in caul fat (Fegatelli),fegato di maiale nella rete,fegato di maiale nella rete,"Meat, poultry and game",Molise,,4.0,5,7,3
738,AIC,Monkfish Liver,fegato di rana pescatrice,fegato di rana pescatrice,Appetizers,Marche,,4.0,3,4,2
739,AIC,Sweet and Sour Liver (Fegato in Agrodolce),fegato in agrodolce,fegato in agrodolce,"Meat, poultry and game",Sicilia,,4.0,6,8,2
740,AIC,Emilian-style fried liver,fegato fritto all’emiliana,fegato fritto all’emiliana,"Meat, poultry and game",Emilia Romagna,,4.0,4,7,2
741,AIC,Bruschetta with Tuscan Kale,fette con il cavolo nero,fette con il cavolo nero,Appetizers,Toscana,Firenze,4.0,4,6,7
742,AIC,Sweet and Sour Liver,fegato in agrodolce,fegato in agrodolce,"Meat, poultry and game",Molise,,4.0,5,7,8
743,AIC,Jellied veal top round,fesa di vitello in gelatina,fesa di vitello in gelatina,"Meat, poultry and game",Lombardia,,6.0,6,12,3
744,AIC,Ferratelle,ferratelle,ferratelle,Desserts and liqueurs,Abruzzo,,8.0,3,5,5
745,AIC,Fettuccine with Pike-Perch and Chanterelle Mushrooms,fettuccine con lucioperca e funghi gallinacci,fettuccine con lucioperca e funghi gallinacci,"Pasta, rice and polenta",Piemonte,,4.0,7,10,6
746,AIC,fettuccine with chicken giblets,fettuccine con rigaglie di pollo,fettuccine con rigaglie di pollo,"Pasta, rice and polenta",Lazio,Civitavecchia,4.0,6,12,3
747,AIC,Fiadone,fiadone,fiadone,Pizzas and savory pies,Abruzzo,,4.0,8,8,10
748,AIC,Sweet Fiadone,fiadone dolce,fiadone dolce,Desserts and liqueurs,Abruzzo,,8.0,9,8,8
749,AIC,Fiadoni,fiadoni,fiadoni,Pizzas and savory pies,Molise,Santa Croce di Magliano,4.0,8,11,11
750,AIC,Cheese fiadoni,fiadoni al formaggio,fiadoni al formaggio,Pizzas and savory pies,Molise,Agnone,4.0,3,4,6
751,AIC,Sweet fiadoni,fiadoni dolci,fiadoni dolci,Desserts and liqueurs,Molise,,6.0,6,8,8
752,AIC,Chianti-style Fig Focaccia (Ficattola Chiantigiana),ficattola chiantigiana,ficattola chiantigiana,Desserts and liqueurs,Toscana,,8.0,5,6,4
753,AIC,Fried baccalà fillets,filetti di baccalà fritti,filetti di baccalà fritti,Fish and seafood,Lazio,Roma,4.0,6,6,4
754,AIC,Marinated and fried carp fillets,filetti di carpa marinati e fritti,filetti di carpa marinati e fritti,Fish and seafood,Sardegna,Nuoro,4.0,5,8,4
755,AIC,Chocolate-covered figs,fichi al cioccolato,fichi al cioccolato,Desserts and liqueurs,Calabria,,8.0,4,7,3
756,AIC,ficattole,ficattole,ficattole,Appetizers,Toscana,Prato,4.0,4,3,4
757,AIC,Stuffed Figs,fichi ripieni,fichi ripieni,Desserts and liqueurs,Calabria,,8.0,6,9,5
758,AIC,Breaded perch fillets,filetti di pesce persico impanati,filetti di pesce persico impanati,Fish and seafood,Lombardia,,4.0,4,5,4
759,AIC,Saffron sole fillets,filetti di sogliola allo zafferano,filetti di sogliola allo zafferano,Fish and seafood,Abruzzo,,4.0,6,10,8
760,AIC,Golden Fried Trout Fillets,filetti di trota dorata e fritta,filetti di trota dorata e fritta,Fish and seafood,Molise,Bojano,4.0,4,6,2
761,AIC,Trout fillets with aromatic breadcrumbs,filetti di trota alla mollica di pane aromatico,filetti di trota alla mollica di pane aromatico,Fish and seafood,Abruzzo,,6.0,7,13,5
762,AIC,Trotelle fillets in black truffle sauce,filetti di trotelle in salsa al tartufo nero,filetti di trotelle in salsa al tartufo nero,Fish and seafood,Abruzzo,,4.0,6,9,7
763,AIC,Tyrolean-style beef fillet,filetto alla tirolese,filetto alla tirolese,"Meat, poultry and game",Trentino Alto Adige,,6.0,8,18,5
764,AIC,Dentex fillet with eggplant and tomatoes,filetto di dentice con melanzane e pomodori,filetto di dentice con melanzane e pomodori,Fish and seafood,Liguria,,4.0,6,8,4
765,AIC,Rabbit Fillet in a Crust,filetto di coniglio in crosta,filetto di coniglio in crosta,"Meat, poultry and game",Abruzzo,,6.0,9,16,9
766,AIC,Pork fillet with apples,filetto di maiale con le mele,filetto di maiale con le mele,"Meat, poultry and game",Sardegna,Alghero,6.0,7,11,3
767,AIC,Pork fillet in strawberry and spring onion sauce,filetto di maiale in salsa di fragole e cipollotti,filetto di maiale in salsa di fragole e cipollotti,"Meat, poultry and game",Calabria,,4.0,5,7,3
768,AIC,Finanziera,finanziera,finanziera,"Meat, poultry and game",Piemonte,,6.0,11,14,8
769,AIC,Fiocca,fiocca,fiocca,Desserts and liqueurs,Valle d'Aosta,,4.0,3,4,1
770,AIC,Camporosso's little flowers,fiorellini di camporosso,fiorellini di camporosso,Desserts and liqueurs,Liguria,,8.0,5,10,8
771,AIC,Robinia or acacia flowers,fiori di robinia o di acacia,fiori di robinia o di acacia,Desserts and liqueurs,Veneto,,8.0,4,9,3
772,AIC,fried zucchini flowers,fiori di zucca fritti,fiori di zucca fritti,Appetizers,Campania,Sorrento,4.0,10,8,6
773,AIC,Acacia and Elderflower Fritters,fiori di acacia e sambuco,fiori di acacia e sambuco,Desserts and liqueurs,Piemonte,,4.0,7,9,6
774,AIC,Stuffed zucchini flowers,fiori di zucca ripieni,fiori di zucca ripieni,Appetizers,Liguria,,4.0,6,8,6
775,AIC,Sweet Fried Zucchini Flowers,fiori di zucca in dolce,fiori di zucca in dolce,Desserts and liqueurs,Sardegna,Sassari,4.0,6,8,4
776,AIC,Stuffed Zucchini Flowers,fiori di zucca ripieni,fiori di zucca ripieni,"Vegetables, eggs and legumes",Liguria,,4.0,5,12,8
777,AIC,Fried Zucchini Flowers,fiori di zucchine fritti,fiori di zucchine fritti,"Vegetables, eggs and legumes",Molise,,4.0,6,5,4
778,AIC,Battered Zucchini Flowers,fiori di zucchine in pastella,fiori di zucchine in pastella,"Vegetables, eggs and legumes",Lazio,,4.0,7,9,5
779,AIC,fitascetta,fitascetta,fitascetta,Pizzas and savory pies,Lombardia,,4.0,6,4,4
780,AIC,Stuffed Zucchini Flowers,fiori di zucchini accoccolati,fiori di zucchini accoccolati,"Vegetables, eggs and legumes",Piemonte,Ivrea,4.0,9,12,6
781,AIC,Fioroni di Morcone,fioroni di morcone,fioroni di morcone,"Pasta, rice and polenta",Campania,,4.0,4,8,7
782,AIC,Spinach flan with fonduta,flan di spinaci con fonduta,flan di spinaci con fonduta,Appetizers,Piemonte,,4.0,9,12,12
783,AIC,Green Flan,flan verde,flan verde,"Vegetables, eggs and legumes",Emilia Romagna,,4.0,6,8,7
784,AIC,Focaccia with sheep ribs,focaccia con le costatine di pecora,focaccia con le costatine di pecora,Pizzas and savory pies,Puglia,,4.0,5,7,3
785,AIC,Focaccia with pepper and lardelli,focaccia al pepe con i lardelli,focaccia al pepe con i lardelli,Pizzas and savory pies,Puglia,,4.0,4,7,3
786,AIC,Focaccia with oil,focaccia all’olio,focaccia all’olio,Pizzas and savory pies,Liguria,,6.0,7,7,3
787,AIC,Focaccia with ciccioli,focaccia ai ciccioli,focaccia ai ciccioli,Pizzas and savory pies,Sardegna,,6.0,6,5,3
788,AIC,Focaccia con il formaggio,focaccia con il formaggio,focaccia con il formaggio,Pizzas and savory pies,Liguria,,6.0,7,4,6
789,AIC,Potato and tomato focaccia,focaccia di patate e pomodori,focaccia di patate e pomodori,Pizzas and savory pies,Sardegna,Portoscuso,6.0,11,9,7
790,AIC,Focaccia with oil and tomato,focaccia con olio e pomodoro,focaccia con olio e pomodoro,Pizzas and savory pies,Calabria,,6.0,7,10,4
791,AIC,Golden Focaccia,focaccia dorata,focaccia dorata,Pizzas and savory pies,Sardegna,Alghero,6.0,8,12,6
792,AIC,Fava bean focaccia,focaccia di favette,focaccia di favette,Pizzas and savory pies,Sardegna,"Cagliari, Quartu",6.0,10,9,10
793,AIC,Focaccia di Seiràss,focaccia di seiràss,focaccia di seiràss,Desserts and liqueurs,Piemonte,,4.0,5,8,4
794,AIC,Easter Pinza (Focaccia Pasquale),focaccia pasquale,focaccia pasquale,Desserts and liqueurs,Friuli Venezia Giulia,,,4,11,9
795,AIC,Cabbage and Potatoes,foglie di cavolo cappuccio e patate,foglie di cavolo cappuccio e patate,"Vegetables, eggs and legumes",Abruzzo,,4.0,4,6,5
796,AIC,Fried sage leaves,foglie di salvia fritta,foglie di salvia fritta,Appetizers,Marche,,4.0,4,7,5
797,AIC,Sautéed Cabbage Leaves,foglie di cavolo cappuccio strascinate,foglie di cavolo cappuccio strascinate,"Vegetables, eggs and legumes",Abruzzo,,4.0,4,7,1
798,AIC,Savory formagelle,formagelle salate,formagelle salate,Pizzas and savory pies,Sardegna,Oliena,6.0,6,4,5
799,AIC,Formaggelle,formaggelle,formaggelle,Desserts and liqueurs,Sardegna,Sassari,8.0,7,8,5
800,AIC,Francesina or Stiracchio,francesina o stiracchio,francesina o stiracchio,"Meat, poultry and game",Toscana,,4.0,6,10,1
801,AIC,Frascarelli with peppers,frascarelli ai peperoni,frascarelli ai peperoni,"Pasta, rice and polenta",Umbria,,4.0,7,10,6
802,AIC,Ricotta Formaggelle,formaggelle di ricotta,formaggelle di ricotta,Desserts and liqueurs,Sardegna,,10.0,6,11,6
803,AIC,Chicken Giblets,frattaglie di pollo,frattaglie di pollo,"Meat, poultry and game",Friuli Venezia Giulia,Sesto al Reghena,4.0,3,5,3
804,AIC,Marche-style Frascarelli,frascarell marchigiani,frascarell marchigiani,"Pasta, rice and polenta",Marche,,4.0,7,9,3
805,AIC,frascateglie,frascateglie,frascateglie,Soups and broths,Molise,"Jelsi, Montorio nei Frentani, Isernia, Montaquila",4.0,5,7,6
806,AIC,Stewed Roe Deer Offal,frattaglie di capriolo in umido,frattaglie di capriolo in umido,"Meat, poultry and game",Friuli Venezia Giulia,,4.0,6,14,3
807,AIC,Fregolotta,fregolotta,fregolotta,Desserts and liqueurs,Veneto,Salvarosa di Castelfranco,4.0,5,4,5
808,AIC,Fregnacce,fregnacce,fregnacce,"Pasta, rice and polenta",Abruzzo,,6.0,10,9,9
809,AIC,Dry-style Fregola with Mussels,fregola in asciutto alle cozze,fregola in asciutto alle cozze,"Pasta, rice and polenta",Sardegna,Cagliari,6.0,8,11,6
810,AIC,Fricandò,fricandò,fricandò,"Meat, poultry and game",Piemonte,,6.0,5,15,5
811,AIC,Fricandò (braised veal),fricandò (vitello brasato),fricandò (vitello brasato),"Meat, poultry and game",Lombardia,,6.0,7,10,3
812,AIC,Caesar's mushroom fricassee with eggs and potatoes,fricassea di ovoli con uova e patate,fricassea di ovoli con uova e patate,"Vegetables, eggs and legumes",Liguria,,4.0,6,8,6
813,AIC,Chicken Friccò,friccò di pollo,friccò di pollo,"Meat, poultry and game",Umbria,Gubbio,4.0,6,9,4
814,AIC,Frico Andrean Style,frico andrean,frico andrean,Pizzas and savory pies,Friuli Venezia Giulia,Andreis,4.0,4,4,2
815,AIC,Crispy frico,frico croccante,frico croccante,Appetizers,Friuli Venezia Giulia,,4.0,4,1,2
816,AIC,Romagna-style Friggione,friggione alla romagnola,friggione alla romagnola,"Meat, poultry and game",Emilia Romagna,Bologna,6.0,7,11,3
817,AIC,Romagna-style Friggione,friggione alla romagnola,friggione alla romagnola,"Vegetables, eggs and legumes",Emilia Romagna,Bologna,4.0,7,11,4
818,AIC,Frico with potatoes and onions,frico con patate e cipolle,frico con patate e cipolle,Pizzas and savory pies,Friuli Venezia Giulia,,4.0,8,7,4
819,AIC,Friscieu de Castagne (Chestnut Fritters),friscieu de castagne,friscieu de castagne,Desserts and liqueurs,Liguria,,4.0,5,7,7
