region,ingredient,usage_count
Campania,very lean pork pulp,1
Campania,veal pulp,1
Campania,orange blossom water,1
Campania,vanillin,1
Campania,soaked wheat,1
Campania,salted olive,1
Campania,pasta mischiata,1
Campania,vincotto,1
Campania,soft pork ciccioli,1
Campania,buffalo ricotta,1
Campania,strega liqueur,1
Campania,ristretto coffee,1
Campania,salami,1
Campania,chestnut flour,1
Campania,corinthian raisin,1
Campania,chicken liver,1
Campania,tagliolini,1
Campania,lamb (or kid) intestine,1
Campania,orange,1
Campania,aromatic,1
Campania,caciocavallo,1
Campania,fresh pork,1
Campania,tracchiolelle (pork rib),1
Campania,salamino,1
Campania,herbs,1
Campania,torzelle,1
Campania,cabbage,1
Campania,chicory and scarolella,1
Campania,broccoletti,1
Campania,leaf broccoli,1
Campania,savoy cabbage,1
Campania,crouton,1
Campania,broth or milk,1
Campania,leek,1
Campania,veal spleen,1
Campania,yellow polenta,1
Campania,cinnamon stick,1
Campania,citrus liqueur,1
Campania,fresh lemon,1
Campania,pickled chili pepper,1
Campania,pork meat,1
Campania,capitone eel head and tail,1
Campania,linguine or spaghetti,1
Campania,grated pecorino romano,1
Campania,napoletano salami,1
Campania,maccheroni,1
Campania,mezzani pasta,1
Campania,lamb meat trimming,1
Campania,lean lamb belly,1
Campania,pork jowl (guanciale),1
Campania,linguine,1
Campania,alcohol,1
Campania,lasagna,1
Campania,sweet pecorino cheese,1
Campania,lardari,1
Campania,emmental,1
Campania,bunch of herb,1
Campania,veal knee,1
Campania,scampi,1
Campania,sea truffle,1
Campania,lamb stew meat,1
Campania,wild chicory,1
Campania,eel,1
Campania,baccalà,1
Campania,spicy provolone,1
Campania,pine nut and raisin,1
Campania,abbuoti,1
Campania,salted caper,1
Campania,curly escarole,1
Campania,tomato preserve,1
Campania,lean beef or pork pulp,1
Campania,fresh pasta square,1
Campania,mixed pickle,1
Campania,fresella,1
Campania,mackerel,1
Campania,kid goat,1
Campania,meat broth,1
Campania,beef eye of round or pork ham,1
Campania,tracchiolelle,1
Campania,"beef, prime cut",1
Campania,beef (or pork),1
Campania,tender artichoke,1
Campania,veal sweetbread,1
Campania,maraschino liqueur,1
Campania,pandispagna,1
Campania,baking soda,1
Campania,chickpea,1
Campania,friarielli,1
Campania,seed oil,1
Campania,almond essence,1
Campania,grated lemon peel,1
Campania,wild boar loin,1
Campania,bechamel sauce,1
Campania,demi-sec sherry,1
Campania,champignon mushroom,1
Campania,thyme,1
Campania,rabbit,1
Campania,cocoa powder,1
Campania,cream,1
Campania,orange juice,1
Campania,provatura,1
Campania,gurnard (coccio),1
Campania,ditalini pasta,1
Campania,shelled almond,1
Campania,omento (pork caul fat),1
Campania,pork liver,1
Campania,zucchini flower,1
Campania,fresh pecorino cheese,1
Campania,neapolitan salami,1
Campania,leftover pasta,1
Campania,black gaeta olife,1
Campania,orecchiette,1
Campania,fusilli,1
Campania,smoked scamorza,1
Campania,prosciutto or salami,1
Campania,gnocchi,1
Emilia Romagna,salt,198
Emilia Romagna,butter,151
Emilia Romagna,black pepper,148
Emilia Romagna,egg,112
Emilia Romagna,wheat flour,105
Emilia Romagna,olive oil,100
Emilia Romagna,parmigiano cheese,75
Emilia Romagna,onion,64
Emilia Romagna,garlic,53
Emilia Romagna,sugar,52
Emilia Romagna,white wine,47
Emilia Romagna,parsley,44
Emilia Romagna,milk,44
Emilia Romagna,breadcrumb,41
Emilia Romagna,celery,40
Emilia Romagna,carrot,38
Emilia Romagna,nutmeg,38
Emilia Romagna,grated parmigiano cheese,30
Emilia Romagna,water,27
Emilia Romagna,broth,25
Emilia Romagna,prosciutto crudo,23
Emilia Romagna,lemon zest,21
Emilia Romagna,egg yolk,20
Emilia Romagna,lemon,19
Emilia Romagna,lard,18
Emilia Romagna,sage,17
Emilia Romagna,pancetta,16
Emilia Romagna,bay leaf,15
Emilia Romagna,peeled tomato,14
Emilia Romagna,tomato,13
Emilia Romagna,potato,12
Emilia Romagna,cream,12
Emilia Romagna,red wine,12
Emilia Romagna,mortadella,11
Emilia Romagna,almond,10
Emilia Romagna,clove,10
Emilia Romagna,rosemary,10
Emilia Romagna,tomato paste,10
Emilia Romagna,baking powder,9
Emilia Romagna,vinegar,9
Emilia Romagna,pine nut,9
Emilia Romagna,brewer's yeast,8
Emilia Romagna,marsala wine,8
Emilia Romagna,tomato passata,8
Emilia Romagna,powdered sugar,7
Emilia Romagna,ground cinnamon,7
Emilia Romagna,shallot,7
Emilia Romagna,prosciutto cotto,7
Emilia Romagna,béchamel sauce,7
Emilia Romagna,spinach,7
Emilia Romagna,white wine vinegar,7
Emilia Romagna,meat broth,7
Emilia Romagna,eel,6
Emilia Romagna,brandy,6
Emilia Romagna,unsweetened cocoa powder,6
Emilia Romagna,egg white,6
Emilia Romagna,walnut,6
Emilia Romagna,tomato sauce,5
Emilia Romagna,sultana raisin,5
Emilia Romagna,white pepper,5
Emilia Romagna,yeast,5
Emilia Romagna,pecorino cheese,5
Emilia Romagna,chestnut flour,5
Emilia Romagna,yellow onion,5
Emilia Romagna,cocoa powder,5
Emilia Romagna,green asparagus,5
Emilia Romagna,balsamic vinegar,5
Emilia Romagna,dried mushroom,5
Emilia Romagna,olive oil or lard,5
Emilia Romagna,zucchini,4
Emilia Romagna,frying oil,4
Emilia Romagna,vanilla sugar,4
Emilia Romagna,white truffle,4
Emilia Romagna,caper,4
Emilia Romagna,scallion,4
Emilia Romagna,sausage,4
Emilia Romagna,ricotta,4
Emilia Romagna,chard,4
Emilia Romagna,lardo,4
Emilia Romagna,raisin,4
Emilia Romagna,rice,4
Emilia Romagna,dark chocolate,4
Emilia Romagna,pea,4
Emilia Romagna,red onion,4
Emilia Romagna,honey,4
Emilia Romagna,chicken liver,4
Emilia Romagna,bell pepper,4
Emilia Romagna,tomato pulp,4
Emilia Romagna,salt and pepper,4
Emilia Romagna,dried borlotti bean,4
Emilia Romagna,chicken breast,4
Emilia Romagna,beef,4
Emilia Romagna,amaretti,3
Emilia Romagna,rum,3
Emilia Romagna,dried chestnut,3
Emilia Romagna,sassolino liqueur,3
Emilia Romagna,sapa,3
Emilia Romagna,candied fruit,3
Emilia Romagna,lemon juice,3
Emilia Romagna,bread,3
Emilia Romagna,leek,3
Emilia Romagna,ground beef,3
Emilia Romagna,rosemary sprig,3
Emilia Romagna,classic bolognese ragù,3
Emilia Romagna,pear,3
Emilia Romagna,carnaroli rice,3
Emilia Romagna,prosciutto fat,3
Emilia Romagna,arborio rice,3
Emilia Romagna,frog,3
Emilia Romagna,warm water,3
Emilia Romagna,catfish,3
Emilia Romagna,truffle,3
Emilia Romagna,pork rind,3
Emilia Romagna,beef broth,3
Emilia Romagna,vanilla,3
Emilia Romagna,alcohol,3
Emilia Romagna,eggplant,3
Emilia Romagna,red wine vinegar,3
Emilia Romagna,baking soda,3
Emilia Romagna,pork caul fat,3
Emilia Romagna,thyme,2
Emilia Romagna,basil,2
Emilia Romagna,veal slice,2
Emilia Romagna,mayonnaise,2
Emilia Romagna,tuna,2
Emilia Romagna,anchovy,2
Emilia Romagna,tripe,2
Emilia Romagna,pork loin,2
Emilia Romagna,amaretti cookie,2
Emilia Romagna,yellow pumpkin,2
Emilia Romagna,jam,2
Emilia Romagna,ground coffee,2
Emilia Romagna,toasted almond,2
Emilia Romagna,vanillin,2
Emilia Romagna,pumpkin pulp,2
Emilia Romagna,bitter almond liqueur,2
Emilia Romagna,candied citron and orange,2
Emilia Romagna,emmental,2
Emilia Romagna,sweet almond,2
Emilia Romagna,puff pastry,2
Emilia Romagna,egg tagliatelle,2
Emilia Romagna,white onion,2
Emilia Romagna,horse meat,2
Emilia Romagna,hot water,2
Emilia Romagna,tuna in oil,2
Emilia Romagna,bolognese ragù,2
Emilia Romagna,ground pork,2
Emilia Romagna,gruyère,2
Emilia Romagna,melon pulp,2
Emilia Romagna,reinette apple,2
Emilia Romagna,anchovy fillet,2
Emilia Romagna,hard-boiled egg yolk,2
Emilia Romagna,heavy cream,2
Emilia Romagna,fresh frog,2
Emilia Romagna,superfino rice,2
Emilia Romagna,red or white wine,2
Emilia Romagna,hard-boiled egg,2
Emilia Romagna,veal head,2
Emilia Romagna,prosciutto,2
Emilia Romagna,yellow polenta,2
Emilia Romagna,bouillon cube,2
Emilia Romagna,grated grana padano,2
Emilia Romagna,zibibbo raisin,2
Emilia Romagna,hazelnut and walnut,2
Emilia Romagna,young pigeon,2
Emilia Romagna,ground veal,2
Emilia Romagna,pumpkin,2
Emilia Romagna,veal liver,2
Emilia Romagna,mushroom,2
Emilia Romagna,purged snail,2
Emilia Romagna,snail,2
Emilia Romagna,porcini mushroom,2
Emilia Romagna,lamb's lettuce,2
Emilia Romagna,white potato,2
Emilia Romagna,chili pepper,2
Emilia Romagna,boiled meat,2
Emilia Romagna,pork liver,2
Emilia Romagna,veal tail,2
Emilia Romagna,grana padano,2
Emilia Romagna,beef pulp,2
Emilia Romagna,pork pulp,2
Emilia Romagna,beef and capon broth,2
Emilia Romagna,capon,2
Emilia Romagna,cardoon,2
Emilia Romagna,sugar sprinkle,2
Emilia Romagna,borettane onion,2
Emilia Romagna,veal cutlet,2
Emilia Romagna,prosciutto crudo and pancetta,1
Emilia Romagna,black bread slice,1
Emilia Romagna,borlotti bean,1
Emilia Romagna,black kale leaf,1
Emilia Romagna,mussel,1
Emilia Romagna,finely ground veal,1
Emilia Romagna,anise liqueur,1
Emilia Romagna,fresh zampone,1
Emilia Romagna,veal top round,1
Emilia Romagna,pork pancetta,1
Emilia Romagna,sheep's milk ricotta,1
Emilia Romagna,rum or sassolino liqueur,1
Emilia Romagna,amaretti cooky,1
Emilia Romagna,savor (or mostarda di cremona),1
Emilia Romagna,sour cherry jam,1
Emilia Romagna,pine nut or walnut,1
Emilia Romagna,plum jam,1
Emilia Romagna,vino cotto,1
Emilia Romagna,mostarda,1
Emilia Romagna,malvasia wine,1
Emilia Romagna,vanilla baking powder,1
Emilia Romagna,cow's milk ricotta,1
Emilia Romagna,coffee powder,1
Emilia Romagna,rum essence,1
Emilia Romagna,baker's ammonia,1
Emilia Romagna,ground almond,1
Emilia Romagna,candied citron,1
Emilia Romagna,caramelized sugar,1
Emilia Romagna,spices,1
Emilia Romagna,bitter almond,1
Emilia Romagna,fioroni fig,1
Emilia Romagna,fig,1
Emilia Romagna,oregano,1
Emilia Romagna,artichoke,1
Emilia Romagna,"aromatics (onion, celery, carrot, parsley)",1
Emilia Romagna,boneless and rolled calf's head,1
Emilia Romagna,veal breast,1
Emilia Romagna,aged pecorino cheese,1
Emilia Romagna,chive,1
Emilia Romagna,yellow carrot,1
Emilia Romagna,monk's beard (or chard),1
Emilia Romagna,cured pancetta,1
Emilia Romagna,egg stricchetti pasta,1
Emilia Romagna,beef eye of round,1
Emilia Romagna,parsley sprig,1
Emilia Romagna,beef round,1
Emilia Romagna,ground clove,1
Emilia Romagna,mace,1
Emilia Romagna,grated nutmeg,1
Emilia Romagna,shelled hazelnut,1
Emilia Romagna,dry biscuit,1
Emilia Romagna,apricot jam,1
Emilia Romagna,spaghetti,1
Emilia Romagna,salted almond,1
Emilia Romagna,savor,1
Emilia Romagna,besciamella,1
Emilia Romagna,unlaid hen egg yolk,1
Emilia Romagna,fine pea,1
Emilia Romagna,smoked pancetta,1
Emilia Romagna,bouillon broth,1
Emilia Romagna,whole wheat bread,1
Emilia Romagna,fior di latte,1
Emilia Romagna,lean pork or veal cutlet,1
Emilia Romagna,autumn fruit,1
Emilia Romagna,black grape must,1
Emilia Romagna,orange,1
Emilia Romagna,yellow pumpkin pulp,1
Emilia Romagna,watermelon pulp,1
Emilia Romagna,anchovy or sardine,1
Emilia Romagna,ripe white grape,1
Emilia Romagna,cinnamon bark,1
Emilia Romagna,sweet ripe white grape,1
Emilia Romagna,pickled onion,1
Emilia Romagna,green pepper,1
Emilia Romagna,nepitella,1
Emilia Romagna,fresh porcini mushroom,1
Emilia Romagna,horseradish root,1
Emilia Romagna,chocolate,1
Emilia Romagna,juniper berry,1
Emilia Romagna,arctic char,1
Emilia Romagna,salama da sugo,1
Emilia Romagna,lambrusco wine,1
Emilia Romagna,beef fillet,1
Emilia Romagna,onion and carrot,1
Emilia Romagna,parsley and marjoram,1
Emilia Romagna,poveracce clam,1
Emilia Romagna,pork sausage,1
Emilia Romagna,fino or superfino rice,1
Emilia Romagna,coot pulp,1
Emilia Romagna,cognac,1
Emilia Romagna,vegetable broth,1
Emilia Romagna,alchermes liqueur,1
Emilia Romagna,pastry cream,1
Emilia Romagna,bolognese mostarda,1
Emilia Romagna,olive oil or butter,1
Emilia Romagna,lean beef pulp,1
Emilia Romagna,meat or vegetable broth,1
Emilia Romagna,coarsely ground beef,1
Emilia Romagna,boneless veal breast,1
Emilia Romagna,pickled bell pepper,1
Emilia Romagna,gherkin in oil,1
Emilia Romagna,turkey breast,1
Emilia Romagna,chicken,1
Emilia Romagna,pork crackling (ciccioli),1
Emilia Romagna,bean broth,1
Emilia Romagna,fresh pork rind,1
Emilia Romagna,dried fig,1
Emilia Romagna,fruit jam,1
Emilia Romagna,herbs,1
Emilia Romagna,sweet pepper,1
Emilia Romagna,thin prosciutto crudo slice,1
Emilia Romagna,thin turkey breast slice,1
Emilia Romagna,peach,1
Emilia Romagna,polenta,1
Emilia Romagna,whisky,1
Emilia Romagna,asparagus,1
Emilia Romagna,penne rigate,1
Emilia Romagna,tortellini,1
Emilia Romagna,ground chicken,1
Emilia Romagna,chicken giblet,1
Emilia Romagna,maccheroncini pasta,1
Emilia Romagna,beef marrow,1
Emilia Romagna,mascarpone,1
Emilia Romagna,veal pulp,1
Emilia Romagna,anise sapa or sassolino liqueur,1
Emilia Romagna,melted butter,1
Emilia Romagna,fennel seed,1
Emilia Romagna,sourdough starter,1
Emilia Romagna,stale bread,1
Emilia Romagna,mace flower,1
Emilia Romagna,fresh ricotta,1
Emilia Romagna,whipping cream,1
Emilia Romagna,orange zest,1
Emilia Romagna,quince,1
Emilia Romagna,sweet apple,1
Emilia Romagna,fermented black grape must,1
Emilia Romagna,maltagliati pasta,1
Emilia Romagna,capon broth,1
Emilia Romagna,rigatoni,1
Emilia Romagna,maccheroni,1
Emilia Romagna,soffritto vegetable,1
Emilia Romagna,lean beef,1
Emilia Romagna,maccheroni rigati,1
Emilia Romagna,chicken meat,1
Emilia Romagna,small shallot,1
Emilia Romagna,vineyard snail,1
Emilia Romagna,verbena,1
Emilia Romagna,cherry laurel berry,1
Emilia Romagna,sweetbread,1
Emilia Romagna,fontina,1
Emilia Romagna,raspberry,1
Emilia Romagna,dandelion green,1
Emilia Romagna,arugula,1
Emilia Romagna,nocino,1
Emilia Romagna,pork cheek,1
Emilia Romagna,cotechino or zampone,1
Emilia Romagna,marrow bone,1
Emilia Romagna,capon or hen,1
Emilia Romagna,beef or veal tail,1
Emilia Romagna,beef or veal tongue,1
Emilia Romagna,veal or pork trotter,1
Emilia Romagna,veal,1
Emilia Romagna,fresh pork sausage,1
Emilia Romagna,gramigna pasta,1
Emilia Romagna,milk mixed with water,1
Emilia Romagna,pork cracklings (ciccioli),1
Emilia Romagna,pork capocollo,1
Emilia Romagna,pineapple slice,1
Emilia Romagna,veal cheek,1
Emilia Romagna,salted water,1
Emilia Romagna,tagliatelle dough,1
Emilia Romagna,pistachio,1
Emilia Romagna,cured tongue,1
Emilia Romagna,veal topside,1
Emilia Romagna,chicken or capon,1
Emilia Romagna,boiled beef,1
Emilia Romagna,coffee,1
Emilia Romagna,salame,1
Emilia Romagna,bean soup,1
Emilia Romagna,veal brain,1
Emilia Romagna,grappa,1
Emilia Romagna,cold water,1
Emilia Romagna,wine vinegar,1
Emilia Romagna,guinea fowl,1
Emilia Romagna,dry marsala,1
Emilia Romagna,turkey breast slice,1
Emilia Romagna,chopped almond,1
Emilia Romagna,hazelnut,1
Emilia Romagna,toasted hazelnut,1
Emilia Romagna,savoiardi biscuit,1
Emilia Romagna,guanciale,1
Emilia Romagna,candied and pitted sour cherry,1
Emilia Romagna,starchy potato,1
Emilia Romagna,milk or water,1
Emilia Romagna,saffron,1
Emilia Romagna,marsala,1
Emilia Romagna,savoy cabbage,1
Emilia Romagna,beef or capon broth,1
Emilia Romagna,beef thigh,1
Emilia Romagna,pork bones and rib,1
Emilia Romagna,hen,1
Emilia Romagna,potato flour,1
Emilia Romagna,soaked salted cod,1
Emilia Romagna,pork broth,1
Emilia Romagna,tagliolini,1
Emilia Romagna,potato starch,1
Emilia Romagna,vol-au-vent,1
Emilia Romagna,minced lard,1
Emilia Romagna,mixed fish,1
Emilia Romagna,pistadein,1
Emilia Romagna,dried saluggia bean,1
Emilia Romagna,lean veal,1
Emilia Romagna,grana padano or parmigiano cheese,1
Emilia Romagna,raviggiolo,1
Emilia Romagna,lean pork pulp,1
Emilia Romagna,lean veal pulp,1
Emilia Romagna,hen or capon,1
Emilia Romagna,ground pork loin,1
Emilia Romagna,anolini,1
Emilia Romagna,veal sirloin,1
Emilia Romagna,sesame seed,1
Emilia Romagna,dill,1
Emilia Romagna,celeriac,1
Emilia Romagna,local zucchini,1
Emilia Romagna,fresh champignon mushroom,1
Emilia Romagna,cherry tomato,1
Emilia Romagna,castrato,1
Emilia Romagna,wine syrup or marsala,1
Emilia Romagna,ammonium carbonate,1
Emilia Romagna,cooked fruit jam or mostarda,1
Emilia Romagna,cream of tartar,1
Emilia Romagna,citrus zest,1
Emilia Romagna,sausage meat,1
Emilia Romagna,glucose,1
Emilia Romagna,almond flour,1
Emilia Romagna,savòr dolce,1
Emilia Romagna,wild fennel,1
Emilia Romagna,green olive,1
Emilia Romagna,pork,1
Emilia Romagna,rabbit,1
Emilia Romagna,fresh pork coppa,1
Emilia Romagna,rutabaga,1
Emilia Romagna,mutton leg,1
Emilia Romagna,mirepoix,1
Emilia Romagna,beef slice,1
Emilia Romagna,pork cotechino,1
Friuli Venezia Giulia,salt,141
Friuli Venezia Giulia,butter,88
Friuli Venezia Giulia,black pepper,82
Friuli Venezia Giulia,wheat flour,71
Friuli Venezia Giulia,olive oil,60
Friuli Venezia Giulia,onion,52
Friuli Venezia Giulia,egg,49
Friuli Venezia Giulia,garlic,48
Friuli Venezia Giulia,sugar,43
Friuli Venezia Giulia,parsley,31
Friuli Venezia Giulia,bay leaf,29
Friuli Venezia Giulia,white wine,28
Friuli Venezia Giulia,potato,27
Friuli Venezia Giulia,milk,27
Friuli Venezia Giulia,water,20
Friuli Venezia Giulia,lemon zest,19
Friuli Venezia Giulia,egg yolk,18
Friuli Venezia Giulia,breadcrumb,18
Friuli Venezia Giulia,carrot,18
Friuli Venezia Giulia,celery,17
Friuli Venezia Giulia,sage,16
Friuli Venezia Giulia,lard,16
Friuli Venezia Giulia,ground cinnamon,14
Friuli Venezia Giulia,nutmeg,12
Friuli Venezia Giulia,rice,12
Friuli Venezia Giulia,walnut,11
Friuli Venezia Giulia,pine nut,11
Friuli Venezia Giulia,rosemary,10
Friuli Venezia Giulia,orange zest,10
Friuli Venezia Giulia,broth,10
Friuli Venezia Giulia,montasio,9
Friuli Venezia Giulia,tomato paste,9
Friuli Venezia Giulia,lemon,9
Friuli Venezia Giulia,raisin,9
Friuli Venezia Giulia,brewer's yeast,9
Friuli Venezia Giulia,vinegar,9
Friuli Venezia Giulia,sultana raisin,9
Friuli Venezia Giulia,clove,8
Friuli Venezia Giulia,almond,8
Friuli Venezia Giulia,seed oil,8
Friuli Venezia Giulia,pancetta,8
Friuli Venezia Giulia,smoked ricotta,7
Friuli Venezia Giulia,lardo,7
Friuli Venezia Giulia,rum,7
Friuli Venezia Giulia,marjoram,7
Friuli Venezia Giulia,polenta flour,7
Friuli Venezia Giulia,red wine,7
Friuli Venezia Giulia,cream,6
Friuli Venezia Giulia,white onion,6
Friuli Venezia Giulia,grappa,6
Friuli Venezia Giulia,cheese,6
Friuli Venezia Giulia,egg white,6
Friuli Venezia Giulia,vegetable broth,5
Friuli Venezia Giulia,powdered sugar,5
Friuli Venezia Giulia,frying oil,5
Friuli Venezia Giulia,juniper berry,5
Friuli Venezia Giulia,yeast,5
Friuli Venezia Giulia,stale bread,5
Friuli Venezia Giulia,herbs,5
Friuli Venezia Giulia,duck,5
Friuli Venezia Giulia,lukewarm water,4
Friuli Venezia Giulia,corn flour,4
Friuli Venezia Giulia,parmigiano cheese,4
Friuli Venezia Giulia,grated parmigiano cheese,4
Friuli Venezia Giulia,apple,4
Friuli Venezia Giulia,bread,4
Friuli Venezia Giulia,peeled tomato,4
Friuli Venezia Giulia,meat broth,4
Friuli Venezia Giulia,latteria,4
Friuli Venezia Giulia,smoked pancetta,3
Friuli Venezia Giulia,buckwheat flour,3
Friuli Venezia Giulia,red wine vinegar,3
Friuli Venezia Giulia,yellow pumpkin,3
Friuli Venezia Giulia,eel,3
Friuli Venezia Giulia,hot water,3
Friuli Venezia Giulia,candied citron,3
Friuli Venezia Giulia,dried fig,3
Friuli Venezia Giulia,warm water,3
Friuli Venezia Giulia,borlotti bean,3
Friuli Venezia Giulia,apricot jam,3
Friuli Venezia Giulia,cumin,3
Friuli Venezia Giulia,white wine vinegar,3
Friuli Venezia Giulia,friulano wine,3
Friuli Venezia Giulia,leek,2
Friuli Venezia Giulia,horseradish,2
Friuli Venezia Giulia,savoy cabbage,2
Friuli Venezia Giulia,pig's trotter,2
Friuli Venezia Giulia,pumpkin,2
Friuli Venezia Giulia,sausage,2
Friuli Venezia Giulia,chestnut,2
Friuli Venezia Giulia,vanilla,2
Friuli Venezia Giulia,mantis shrimp,2
Friuli Venezia Giulia,peanut oil,2
Friuli Venezia Giulia,soaked stockfish,2
Friuli Venezia Giulia,hen,2
Friuli Venezia Giulia,anchovy,2
Friuli Venezia Giulia,spinach,2
Friuli Venezia Giulia,spices,2
Friuli Venezia Giulia,candied citron and orange,2
Friuli Venezia Giulia,passito wine,2
Friuli Venezia Giulia,yellow polenta,2
Friuli Venezia Giulia,pear,2
Friuli Venezia Giulia,clam,2
Friuli Venezia Giulia,brovada,2
Friuli Venezia Giulia,tomato,2
Friuli Venezia Giulia,lemon juice,2
Friuli Venezia Giulia,currant,2
Friuli Venezia Giulia,sweet paprika,2
Friuli Venezia Giulia,caper,2
Friuli Venezia Giulia,vanilla sugar,2
Friuli Venezia Giulia,smoked pork rib,2
Friuli Venezia Giulia,hazelnut,2
Friuli Venezia Giulia,dark chocolate,2
Friuli Venezia Giulia,beef cheek,2
Friuli Venezia Giulia,grated smoked ricotta,2
Friuli Venezia Giulia,purged snail,2
Friuli Venezia Giulia,fish,2
Friuli Venezia Giulia,dry biscuit,2
Friuli Venezia Giulia,thyme,2
Friuli Venezia Giulia,olive oil or lard,2
Friuli Venezia Giulia,rabbit,2
Friuli Venezia Giulia,goby,1
Friuli Venezia Giulia,smoked sausage,1
Friuli Venezia Giulia,smoked goose breast,1
Friuli Venezia Giulia,black bread,1
Friuli Venezia Giulia,cannellini bean,1
Friuli Venezia Giulia,wild fennel,1
Friuli Venezia Giulia,tripe,1
Friuli Venezia Giulia,iced water,1
Friuli Venezia Giulia,"raspberry, redcurrant, or strawberry jam",1
Friuli Venezia Giulia,wild fennel flowers and leaf,1
Friuli Venezia Giulia,tuna steak,1
Friuli Venezia Giulia,malga cheese and ricotta,1
Friuli Venezia Giulia,fine polenta,1
Friuli Venezia Giulia,grayling,1
Friuli Venezia Giulia,cold water,1
Friuli Venezia Giulia,young turkey,1
Friuli Venezia Giulia,mace,1
Friuli Venezia Giulia,sour cherry,1
Friuli Venezia Giulia,salt and pepper,1
Friuli Venezia Giulia,vegetable broth or water,1
Friuli Venezia Giulia,dried bay leaf,1
Friuli Venezia Giulia,anchovy fillet,1
Friuli Venezia Giulia,pork crackling,1
Friuli Venezia Giulia,scampi,1
Friuli Venezia Giulia,large sage leaf,1
Friuli Venezia Giulia,english mustard,1
Friuli Venezia Giulia,horseradish root,1
Friuli Venezia Giulia,fresh salame,1
Friuli Venezia Giulia,fresh salami,1
Friuli Venezia Giulia,ricotta,1
Friuli Venezia Giulia,medium-sized goby fish,1
Friuli Venezia Giulia,carnaroli rice,1
Friuli Venezia Giulia,silene shoot,1
Friuli Venezia Giulia,chive,1
Friuli Venezia Giulia,grana padano,1
Friuli Venezia Giulia,parsley stalk,1
Friuli Venezia Giulia,fresh fennel sprig,1
Friuli Venezia Giulia,tench,1
Friuli Venezia Giulia,caperozoli,1
Friuli Venezia Giulia,young turnip with leaf,1
Friuli Venezia Giulia,purple turnip,1
Friuli Venezia Giulia,fresh kren root (horseradish),1
Friuli Venezia Giulia,bean soup,1
Friuli Venezia Giulia,wild radicchio,1
Friuli Venezia Giulia,fresh tarragon,1
Friuli Venezia Giulia,coffee or milk,1
Friuli Venezia Giulia,chocolate,1
Friuli Venezia Giulia,pinza pasquale dough,1
Friuli Venezia Giulia,biscuit,1
Friuli Venezia Giulia,puff pastry,1
Friuli Venezia Giulia,biscuit or stale pinza,1
Friuli Venezia Giulia,corinthian raisin,1
Friuli Venezia Giulia,fennel seed,1
Friuli Venezia Giulia,baking powder,1
Friuli Venezia Giulia,volpina or kaiser pear,1
Friuli Venezia Giulia,sweet pumpkin,1
Friuli Venezia Giulia,arugula,1
Friuli Venezia Giulia,malga cheese,1
Friuli Venezia Giulia,prosciutto crudo,1
Friuli Venezia Giulia,go fish (ghiozzi),1
Friuli Venezia Giulia,salsiccia,1
Friuli Venezia Giulia,wine,1
Friuli Venezia Giulia,ciccioli,1
Friuli Venezia Giulia,rye flour,1
Friuli Venezia Giulia,jam,1
Friuli Venezia Giulia,lemon wedge,1
Friuli Venezia Giulia,crouton,1
Friuli Venezia Giulia,cragno sausage,1
Friuli Venezia Giulia,dried pea,1
Friuli Venezia Giulia,pearled barley,1
Friuli Venezia Giulia,pork rind,1
Friuli Venezia Giulia,dried bean,1
Friuli Venezia Giulia,barley,1
Friuli Venezia Giulia,dark bread,1
Friuli Venezia Giulia,fresh pig's trotter,1
Friuli Venezia Giulia,prosciutto bone,1
Friuli Venezia Giulia,bean,1
Friuli Venezia Giulia,ear of corn,1
Friuli Venezia Giulia,scallion,1
Friuli Venezia Giulia,dried chestnut,1
Friuli Venezia Giulia,mustard,1
Friuli Venezia Giulia,cow's milk ricotta,1
Friuli Venezia Giulia,orange and lemon zest,1
Friuli Venezia Giulia,semolina,1
Friuli Venezia Giulia,fruit compote or sweet sauce,1
Friuli Venezia Giulia,cooked bean,1
Friuli Venezia Giulia,repa or brovada,1
Friuli Venezia Giulia,carnic bean,1
Friuli Venezia Giulia,brovada carnica (“vis’cie”),1
Friuli Venezia Giulia,sauerkraut,1
Friuli Venezia Giulia,dark bean,1
Friuli Venezia Giulia,cooked ham slice,1
Friuli Venezia Giulia,beef slice,1
Friuli Venezia Giulia,white pepper,1
Friuli Venezia Giulia,chervil leaf,1
Friuli Venezia Giulia,escarole,1
Friuli Venezia Giulia,trout roe,1
Friuli Venezia Giulia,smoked salmon trout,1
Friuli Venezia Giulia,stewing beef,1
Friuli Venezia Giulia,hot paprika,1
Friuli Venezia Giulia,pork muscle,1
Friuli Venezia Giulia,amaretti cookie,1
Friuli Venezia Giulia,prune,1
Friuli Venezia Giulia,grappa or slivovitz,1
Friuli Venezia Giulia,crumbled dry biscuit,1
Friuli Venezia Giulia,flavoring,1
Friuli Venezia Giulia,sugar or honey,1
Friuli Venezia Giulia,marsala or rum,1
Friuli Venezia Giulia,ont,1
Friuli Venezia Giulia,chili pepper,1
Friuli Venezia Giulia,spider crab,1
Friuli Venezia Giulia,sweet and hot paprika,1
Friuli Venezia Giulia,plum,1
Friuli Venezia Giulia,young nettle tip,1
Friuli Venezia Giulia,rye bread,1
Friuli Venezia Giulia,semolina or breadcrumb,1
Friuli Venezia Giulia,marjoram or parsley,1
Friuli Venezia Giulia,bread roll,1
Friuli Venezia Giulia,spleen,1
